,Unnamed: 0,Number,Company,Role,Location,Terms,Application Link,Date Posted,Shared
0,0,2, **[Genesis Therapeutics](https://simplify.jobs/c/Genesis-Thera)** , New Product Planning Intern - AI/Llms/Lifesciences , Remote in USA ," Summer 2024, Fall 2024 "," <a href=""https://jobs.lever.co/genesistherapeutics/bf397627-ac7c-4eff-bc78-10383f29af15/apply?utm_source=Simplify&ref=Simplify""><img src=""https://i.imgur.com/w6lyvuC.png"" width=""84"" alt=""Apply""></a> <a href=""https://simplify.jobs/p/9d7e96a8-4310-4ebf-8eee-755130cc27dd?utm_source=GHList""><img src=""https://i.imgur.com/aVnQdox.png"" width=""30"" alt=""Simplify""></a> ",02/14,True
